UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth,Competition ID,Athlete ID,Phase ID
2024 Krakow World Cup 3 Heat 2 C1M 5,2024,Krakow,World Cup 3,Heat 2,C1M,5,18,Thomas KOECHLIN,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,93.33,0,93.33,Heat 1 Progression,104.61%,104.61%,1991,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Thomas KOECHLIN,2024 Krakow World Cup 3 Heat 2 C1M Thomas KOECHLIN
2024 Krakow World Cup 3 Heat 2 C1M 6,2024,Krakow,World Cup 3,Heat 2,C1M,6,19,Timo TRUMMER,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,,,91.5,2,93.5,Heat 1 Progression,102.56%,104.80%,1996,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Timo TRUMMER,2024 Krakow World Cup 3 Heat 2 C1M Timo TRUMMER
2024 Krakow World Cup 3 Heat 2 C1M 7,2024,Krakow,World Cup 3,Heat 2,C1M,7,33,Michal WIERCIOCH,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,94,0,94,Heat 1 Progression,105.36%,105.36%,1993,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Michal WIERCIOCH,2024 Krakow World Cup 3 Heat 2 C1M Michal WIERCIOCH
2024 Krakow World Cup 3 Heat 2 C1M 8,2024,Krakow,World Cup 3,Heat 2,C1M,8,32,Kaua DA SILVA,BRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,94.05,0,94.05,Heat 1 Progression,105.41%,105.41%,2000,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Kaua DA SILVA,2024 Krakow World Cup 3 Heat 2 C1M Kaua DA SILVA
2024 Krakow World Cup 3 Heat 2 C1M 9,2024,Krakow,World Cup 3,Heat 2,C1M,9,26,Nejc POLENCIC,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,,,93.2,2,95.2,Heat 1 Progression,104.46%,106.70%,2001,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Nejc POLENCIC,2024 Krakow World Cup 3 Heat 2 C1M Nejc POLENCIC
2024 Krakow World Cup 3 Heat 2 C1M 10,2024,Krakow,World Cup 3,Heat 2,C1M,10,8,Vaclav CHALOUPKA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.33,0,95.33,Heat 1 Progression,106.85%,106.85%,1998,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Vaclav CHALOUPKA,2024 Krakow World Cup 3 Heat 2 C1M Vaclav CHALOUPKA
2024 Krakow World Cup 3 Heat 2 C1M 11,2024,Krakow,World Cup 3,Heat 2,C1M,11,25,Jean Pierre BOURHIS,SEN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,95.6,0,95.6,Heat 1 Progression,107.15%,107.15%,1995,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Jean Pierre BOURHIS,2024 Krakow World Cup 3 Heat 2 C1M Jean Pierre BOURHIS
2024 Krakow World Cup 3 Heat 2 C1M 12,2024,Krakow,World Cup 3,Heat 2,C1M,12,28,Yves BOURHIS,SEN,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,94.03,2,96.03,Heat 1 Progression,105.39%,107.63%,1998,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Yves BOURHIS,2024 Krakow World Cup 3 Heat 2 C1M Yves BOURHIS
2024 Krakow World Cup 3 Heat 2 C1M 13,2024,Krakow,World Cup 3,Heat 2,C1M,13,29,Casey EICHFELD,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,,95.13,2,97.13,Heat 1 Progression,106.62%,108.87%,1989,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Casey EICHFELD,2024 Krakow World Cup 3 Heat 2 C1M Casey EICHFELD
2024 Krakow World Cup 3 Heat 2 C1M 14,2024,Krakow,World Cup 3,Heat 2,C1M,14,21,Brodie CRAWFORD,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,97.26,0,97.26,Heat 1 Progression,109.01%,109.01%,1996,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Brodie CRAWFORD,2024 Krakow World Cup 3 Heat 2 C1M Brodie CRAWFORD
2024 Krakow World Cup 3 Heat 2 C1M 15,2024,Krakow,World Cup 3,Heat 2,C1M,15,35,Oliver PUCHNER,NZL,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,,,,95.11,6,101.11,Heat 1 Progression,106.60%,113.33%,2002,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Oliver PUCHNER,2024 Krakow World Cup 3 Heat 2 C1M Oliver PUCHNER
2024 Krakow World Cup 3 Heat 2 C1M 16,2024,Krakow,World Cup 3,Heat 2,C1M,16,34,Lachlan BASSETT,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,,,,99.74,2,101.74,Heat 1 Progression,111.79%,114.03%,1999,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Lachlan BASSETT,2024 Krakow World Cup 3 Heat 2 C1M Lachlan BASSETT
2024 Krakow World Cup 3 Heat 2 C1M 17,2024,Krakow,World Cup 3,Heat 2,C1M,17,40,Shota SAITO,JPN,-,-,-,-,2,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,,,,100.42,6,106.42,Heat 1 Progression,112.55%,119.28%,2005,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Shota SAITO,2024 Krakow World Cup 3 Heat 2 C1M Shota SAITO
2024 Krakow World Cup 3 Heat 2 C1M 18,2024,Krakow,World Cup 3,Heat 2,C1M,18,43,James SENIOR,NZL,-,2,-,2,-,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,2,-,,,,101.17,12,113.17,Heat 1 Progression,113.39%,126.84%,2005,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M James SENIOR,2024 Krakow World Cup 3 Heat 2 C1M James SENIOR
2024 Krakow World Cup 3 Heat 2 C1M 19,2024,Krakow,World Cup 3,Heat 2,C1M,19,36,Alexandr KULIKOV,KAZ,2,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,,,,102.73,12,114.73,Heat 1 Progression,115.14%,128.59%,1997,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Alexandr KULIKOV,2024 Krakow World Cup 3 Heat 2 C1M Alexandr KULIKOV
2024 Krakow World Cup 3 Heat 2 C1M 20,2024,Krakow,World Cup 3,Heat 2,C1M,20,41,Abubakir BUKANOV,UZB,-,-,-,2,2,2,2,-,-,-,-,2,-,2,-,-,2,-,2,-,2,-,,,,101.35,18,119.35,Heat 1 Progression,113.60%,133.77%,1996,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Abubakir BUKANOV,2024 Krakow World Cup 3 Heat 2 C1M Abubakir BUKANOV
2024 Krakow World Cup 3 Heat 2 C1M 21,2024,Krakow,World Cup 3,Heat 2,C1M,21,44,Isaac ZIMMERMAN,CAN,-,-,-,-,2,-,-,-,-,2,2,2,-,-,2,-,-,-,2,-,2,2,,,,113.12,16,129.12,Heat 1 Progression,126.79%,144.72%,2006,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Isaac ZIMMERMAN,2024 Krakow World Cup 3 Heat 2 C1M Isaac ZIMMERMAN
2024 Krakow World Cup 3 Heat 2 C1M 22,2024,Krakow,World Cup 3,Heat 2,C1M,22,38,George PANKHURST,AUS,-,-,-,2,-,-,-,50,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,94.72,54,148.72,Heat 1 Progression,106.16%,166.69%,2004,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M George PANKHURST,2024 Krakow World Cup 3 Heat 2 C1M George PANKHURST
2024 Krakow World Cup 3 Heat 2 C1M 23,2024,Krakow,World Cup 3,Heat 2,C1M,23,47,Klass Francisks ROZENTALS,LAT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,,,,102.75,50,152.75,Heat 1 Progression,115.16%,171.21%,,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Klass Francisks ROZENTALS,2024 Krakow World Cup 3 Heat 2 C1M Klass Francisks ROZENTALS
2024 Krakow World Cup 3 Heat 2 C1M 24,2024,Krakow,World Cup 3,Heat 2,C1M,24,42,Finn ANDERSON,NZL,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,50,-,,,,116.7,54,170.7,Heat 1 Progression,130.80%,191.32%,2003,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Finn ANDERSON,2024 Krakow World Cup 3 Heat 2 C1M Finn ANDERSON
2024 Krakow World Cup 3 Heat 2 C1M 25,2024,Krakow,World Cup 3,Heat 2,C1M,25,46,Kyrylo KUSHNIR,UKR,2,2,-,-,50,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,,,,112.1,60,172.1,Heat 1 Progression,125.64%,192.89%,2001,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Kyrylo KUSHNIR,2024 Krakow World Cup 3 Heat 2 C1M Kyrylo KUSHNIR
2024 Krakow World Cup 3 Semi-Final C1M 1,2024,Krakow,World Cup 3,Semi-Final,C1M,1,9,Ziga Lin HOCEVAR,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,93.29,0,93.29,Heat 1 Progression,100.00%,100.00%,2007,2024 Krakow World Cup 3,2024 Krakow World Cup 3 C1M Ziga Lin HOCEVAR,2024 Krakow World Cup 3 Semi-Final C1M Ziga Lin HOCEVAR
